task,family,commit_type,dice_cutoff,context_size,iqr,iqr_rel
BTCV — BTCV_Cervix_CT_0_label1_maxslice_idx641,BTCV,ground_truth,0.9,8,0.004378125071525574,0.9934921598887605
BTCV — BTCV_Cervix_CT_0_label1_maxslice_idx641,BTCV,ground_truth,0.9,10,0.004981249570846447,1.130354275913995
BTCV — BTCV_Cervix_CT_0_label1_midslice_idx25,BTCV,ground_truth,0.9,0,0.00254491567611681,0.7211362093251434
BTCV — BTCV_Cervix_CT_0_label1_midslice_idx25,BTCV,ground_truth,0.9,1,0.003529036045074485,1.0
BTCV — BTCV_Cervix_CT_0_label1_midslice_idx25,BTCV,ground_truth,0.9,2,0.00276564061641682,0.783681600610698
BTCV — BTCV_Cervix_CT_0_label1_midslice_idx25,BTCV,ground_truth,0.9,4,0.002528527379035861,0.7164923641301297
BTCV — BTCV_Cervix_CT_0_label1_midslice_idx25,BTCV,ground_truth,0.9,8,0.0023261308670043945,0.6591405804004188
BTCV — BTCV_Cervix_CT_0_label1_midslice_idx25,BTCV,ground_truth,0.9,10,0.0023264795541763084,0.659239385617328
BTCV — BTCV_Cervix_CT_0_label2_maxslice_idx642,BTCV,ground_truth,0.9,0,0.002560767531395003,0.789442930026589
BTCV — BTCV_Cervix_CT_0_label2_maxslice_idx642,BTCV,ground_truth,0.9,1,0.0032437652349470714,1.0
BTCV — BTCV_Cervix_CT_0_label2_maxslice_idx642,BTCV,ground_truth,0.9,2,0.0029470503330231157,0.908527627484485
BTCV — BTCV_Cervix_CT_0_label2_maxslice_idx642,BTCV,ground_truth,0.9,4,0.0035119384527206865,1.0826734360688068
BTCV — BTCV_Cervix_CT_0_label2_maxslice_idx642,BTCV,ground_truth,0.9,8,0.003177642822265514,0.9796155369170432
BTCV — BTCV_Cervix_CT_0_label2_maxslice_idx642,BTCV,ground_truth,0.9,10,0.0023787319660186768,0.7333243295140903
BTCV — BTCV_Cervix_CT_0_label2_midslice_idx26,BTCV,ground_truth,0.9,0,0.003024843335151628,0.746305674081668
BTCV — BTCV_Cervix_CT_0_label2_midslice_idx26,BTCV,ground_truth,0.9,1,0.004053089022636347,1.0
BTCV — BTCV_Cervix_CT_0_label2_midslice_idx26,BTCV,ground_truth,0.9,2,0.0033116430044174416,0.8170664364690837
BTCV — BTCV_Cervix_CT_0_label2_midslice_idx26,BTCV,ground_truth,0.9,4,0.003174200654029735,0.7831559179435601
BTCV — BTCV_Cervix_CT_0_label2_midslice_idx26,BTCV,ground_truth,0.9,8,0.0029584556818009755,0.7299261539231223
BTCV — BTCV_Cervix_CT_0_label2_midslice_idx26,BTCV,ground_truth,0.9,10,0.0022645115852356623,0.558712520891708
BTCV — BTCV_Cervix_CT_0_label3_maxslice_idx643,BTCV,ground_truth,0.9,0,0.005726268887519925,0.7465568120666626
BTCV — BTCV_Cervix_CT_0_label3_maxslice_idx643,BTCV,ground_truth,0.9,1,0.007670238614082336,1.0
BTCV — BTCV_Cervix_CT_0_label3_maxslice_idx643,BTCV,ground_truth,0.9,2,0.004942604899406455,0.6443873715130551
BTCV — BTCV_Cervix_CT_0_label3_maxslice_idx643,BTCV,ground_truth,0.9,4,0.004200625419616633,0.5476525087373951
BTCV — BTCV_Cervix_CT_0_label3_maxslice_idx643,BTCV,ground_truth,0.9,8,0.004779323935508728,0.6230997725069501
BTCV — BTCV_Cervix_CT_0_label3_maxslice_idx643,BTCV,ground_truth,0.9,10,0.004765850305557318,0.6213431609294858
BTCV — BTCV_Cervix_CT_0_label3_midslice_idx27,BTCV,ground_truth,0.9,0,0.011575761437415899,0.5370409647482967
BTCV — BTCV_Cervix_CT_0_label3_midslice_idx27,BTCV,ground_truth,0.9,1,0.02155470848083496,1.0
BTCV — BTCV_Cervix_CT_0_label3_midslice_idx27,BTCV,ground_truth,0.9,2,0.013999667763709978,0.6494946464322432
BTCV — BTCV_Cervix_CT_0_label3_midslice_idx27,BTCV,ground_truth,0.9,4,0.010270765423774808,0.4764975333768444
BTCV — BTCV_Cervix_CT_0_label3_midslice_idx27,BTCV,ground_truth,0.9,8,0.009309983253478982,0.4319234130100535
BTCV — BTCV_Cervix_CT_0_label3_midslice_idx27,BTCV,ground_truth,0.9,10,0.007023033499717668,0.3258236364440786
BTCV — BTCV_Cervix_CT_1_label0_maxslice_idx644,BTCV,ground_truth,0.9,0,0.0011565178632735318,0.1426150097039545
BTCV — BTCV_Cervix_CT_1_label0_maxslice_idx644,BTCV,ground_truth,0.9,1,0.00810936987400046,1.0
BTCV — BTCV_Cervix_CT_1_label0_maxslice_idx644,BTCV,ground_truth,0.9,2,0.007253411412239119,0.894448215451901
BTCV — BTCV_Cervix_CT_1_label0_maxslice_idx644,BTCV,ground_truth,0.9,4,0.00584588050842294,0.7208797476565327
BTCV — BTCV_Cervix_CT_1_label0_maxslice_idx644,BTCV,ground_truth,0.9,8,0.0029686003923415916,0.3660704146519761
BTCV — BTCV_Cervix_CT_1_label0_maxslice_idx644,BTCV,ground_truth,0.9,10,0.001518267393112227,0.1872238431225046
BTCV — BTCV_Cervix_CT_1_label0_midslice_idx16,BTCV,ground_truth,0.9,0,0.001279401779174849,0.14962558401748782
BTCV — BTCV_Cervix_CT_1_label0_midslice_idx16,BTCV,ground_truth,0.9,1,0.008550688624382019,1.0
BTCV — BTCV_Cervix_CT_1_label0_midslice_idx16,BTCV,ground_truth,0.9,2,0.009309738874435425,1.0887706573584024
BTCV — BTCV_Cervix_CT_1_label0_midslice_idx16,BTCV,ground_truth,0.9,4,0.007170379161834717,0.8385732982240292
BTCV — BTCV_Cervix_CT_1_label0_midslice_idx16,BTCV,ground_truth,0.9,8,0.0038099437952041626,0.4455715747080566
BTCV — BTCV_Cervix_CT_1_label0_midslice_idx16,BTCV,ground_truth,0.9,10,0.001223444938659668,0.14308145137820283
BTCV — BTCV_Cervix_CT_1_label1_maxslice_idx645,BTCV,ground_truth,0.9,0,0.005960783362388589,1.2735738646059538
BTCV — BTCV_Cervix_CT_1_label1_maxslice_idx645,BTCV,ground_truth,0.9,1,0.00468035936355593,1.0
BTCV — BTCV_Cervix_CT_1_label1_maxslice_idx645,BTCV,ground_truth,0.9,2,0.005597591400146484,1.1959747030821328
BTCV — BTCV_Cervix_CT_1_label1_maxslice_idx645,BTCV,ground_truth,0.9,4,0.00466522872447972,0.9967672056991976
BTCV — BTCV_Cervix_CT_1_label1_maxslice_idx645,BTCV,ground_truth,0.9,8,0.006068491935730114,1.2965867499369839
BTCV — BTCV_Cervix_CT_1_label1_maxslice_idx645,BTCV,ground_truth,0.9,10,0.003995952010154791,0.8537703410703154
BTCV — BTCV_Cervix_CT_1_label2_maxslice_idx646,BTCV,ground_truth,0.9,0,0.006806951761245683,1.08245594413017
BTCV — BTCV_Cervix_CT_1_label2_maxslice_idx646,BTCV,ground_truth,0.9,1,0.006288433074951194,1.0
BTCV — BTCV_Cervix_CT_1_label2_maxslice_idx646,BTCV,ground_truth,0.9,2,0.0048270076513290405,0.7676010213985627
BTCV — BTCV_Cervix_CT_1_label2_maxslice_idx646,BTCV,ground_truth,0.9,4,0.004968658089637756,0.7901265753196108
BTCV — BTCV_Cervix_CT_1_label2_maxslice_idx646,BTCV,ground_truth,0.9,8,0.006839203834533736,1.0875847374088206
BTCV — BTCV_Cervix_CT_1_label2_maxslice_idx646,BTCV,ground_truth,0.9,10,0.004403719305992149,0.7002888085958244
BTCV — BTCV_Cervix_CT_1_label3_maxslice_idx647,BTCV,ground_truth,0.9,0,0.007181358337402299,0.678674400690594
BTCV — BTCV_Cervix_CT_1_label3_maxslice_idx647,BTCV,ground_truth,0.9,1,0.010581448674201965,1.0
BTCV — BTCV_Cervix_CT_1_label3_maxslice_idx647,BTCV,ground_truth,0.9,2,0.005162078142166182,0.4878422890007069
BTCV — BTCV_Cervix_CT_1_label3_maxslice_idx647,BTCV,ground_truth,0.9,4,0.003941479325294539,0.3724895755440404
BTCV — BTCV_Cervix_CT_1_label3_maxslice_idx647,BTCV,ground_truth,0.9,8,0.004220950603485152,0.3989010137880283
BTCV — BTCV_Cervix_CT_1_label3_maxslice_idx647,BTCV,ground_truth,0.9,10,0.002185538411140442,0.20654434741708666
BTCV — BTCV_Cervix_CT_2_label0_maxslice_idx648,BTCV,ground_truth,0.9,0,0.00480587184429182,0.4115922401563819
BTCV — BTCV_Cervix_CT_2_label0_maxslice_idx648,BTCV,ground_truth,0.9,1,0.011676293611526445,1.0
BTCV — BTCV_Cervix_CT_2_label0_maxslice_idx648,BTCV,ground_truth,0.9,2,0.0065462052822113925,0.5606406878762622
BTCV — BTCV_Cervix_CT_2_label0_maxslice_idx648,BTCV,ground_truth,0.9,4,0.006382325291633628,0.5466054129825247
BTCV — BTCV_Cervix_CT_2_label0_maxslice_idx648,BTCV,ground_truth,0.9,8,0.0039769619703292625,0.34060140166425235
BTCV — BTCV_Cervix_CT_2_label0_maxslice_idx648,BTCV,ground_truth,0.9,10,0.0003812432289123091,0.03265104849161712
BTCV — BTCV_Cervix_CT_2_label1_maxslice_idx649,BTCV,ground_truth,0.9,0,0.0030476510524749534,0.5356032870857714
BTCV — BTCV_Cervix_CT_2_label1_maxslice_idx649,BTCV,ground_truth,0.9,1,0.005690127611160278,1.0
BTCV — BTCV_Cervix_CT_2_label1_maxslice_idx649,BTCV,ground_truth,0.9,2,0.004600855708122187,0.8085681064688851
BTCV — BTCV_Cervix_CT_2_label1_maxslice_idx649,BTCV,ground_truth,0.9,4,0.004902812838554316,0.8616349533072386
BTCV — BTCV_Cervix_CT_2_label1_maxslice_idx649,BTCV,ground_truth,0.9,8,0.004280602931976296,0.7522859282769996
BTCV — BTCV_Cervix_CT_2_label1_maxslice_idx649,BTCV,ground_truth,0.9,10,0.003943735361099265,0.6930838164972358
BTCV — BTCV_Cervix_CT_2_label2_maxslice_idx650,BTCV,ground_truth,0.9,0,0.00317541062831872,0.7722796030934772
BTCV — BTCV_Cervix_CT_2_label2_maxslice_idx650,BTCV,ground_truth,0.9,1,0.004111737012863159,1.0
BTCV — BTCV_Cervix_CT_2_label2_maxslice_idx650,BTCV,ground_truth,0.9,2,0.0037930101156233853,0.9224836373915285
BTCV — BTCV_Cervix_CT_2_label2_maxslice_idx650,BTCV,ground_truth,0.9,4,0.0034101217985152976,0.8293628186450329
BTCV — BTCV_Cervix_CT_2_label2_maxslice_idx650,BTCV,ground_truth,0.9,8,0.003763261437416121,0.9152485739343574
BTCV — BTCV_Cervix_CT_2_label2_maxslice_idx650,BTCV,ground_truth,0.9,10,0.002562242746353083,0.6231533627606439
BTCV — BTCV_Cervix_CT_2_label3_maxslice_idx651,BTCV,ground_truth,0.9,0,0.007372435927391008,0.7815765877627054
BTCV — BTCV_Cervix_CT_2_label3_maxslice_idx651,BTCV,ground_truth,0.9,1,0.009432774782180853,1.0
BTCV — BTCV_Cervix_CT_2_label3_maxslice_idx651,BTCV,ground_truth,0.9,2,0.003637868165970004,0.38566257013176886
BTCV — BTCV_Cervix_CT_2_label3_maxslice_idx651,BTCV,ground_truth,0.9,4,0.0025178104639054233,0.26692150740858744
BTCV — BTCV_Cervix_CT_2_label3_maxslice_idx651,BTCV,ground_truth,0.9,8,0.002498906850814886,0.2649174721668845
BTCV — BTCV_Cervix_CT_2_label3_maxslice_idx651,BTCV,ground_truth,0.9,10,0.0021225780248642634,0.2250215947988026
BTCV — BTCV_Cervix_CT_2_label3_midslice_idx23,BTCV,ground_truth,0.9,0,0.0053865015506744385,0.6157773592516664
BTCV — BTCV_Cervix_CT_2_label3_midslice_idx23,BTCV,ground_truth,0.9,1,0.00874748229980471,1.0
BTCV — BTCV_Cervix_CT_2_label3_midslice_idx23,BTCV,ground_truth,0.9,2,0.0068755000829696655,0.7859975987745826
BTCV — BTCV_Cervix_CT_2_label3_midslice_idx23,BTCV,ground_truth,0.9,4,0.0049007087945937,0.5602422076010499
BTCV — BTCV_Cervix_CT_2_label3_midslice_idx23,BTCV,ground_truth,0.9,8,0.004149761795997575,0.4743949920413351
BTCV — BTCV_Cervix_CT_2_label3_midslice_idx23,BTCV,ground_truth,0.9,10,0.003739246726035983,0.4274654806811627
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_maxslice_idx654,HipXRay,ground_truth,0.9,0,0.007051908969879062,0.6777156709655058
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_maxslice_idx654,HipXRay,ground_truth,0.9,1,0.010405409336090132,1.0
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_maxslice_idx654,HipXRay,ground_truth,0.9,2,0.010627877712249822,1.021380069632444
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_maxslice_idx654,HipXRay,ground_truth,0.9,4,0.006450805068016097,0.6199472658554737
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_maxslice_idx654,HipXRay,ground_truth,0.9,8,0.002121448516845703,0.20387939083642476
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_maxslice_idx654,HipXRay,ground_truth,0.9,10,0.0,0.0
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_midslice_idx30,HipXRay,ground_truth,0.9,0,0.007051908969879062,0.6777156709655058
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_midslice_idx30,HipXRay,ground_truth,0.9,1,0.010405409336090132,1.0
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_midslice_idx30,HipXRay,ground_truth,0.9,2,0.010627877712249822,1.021380069632444
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_midslice_idx30,HipXRay,ground_truth,0.9,4,0.006450805068016097,0.6199472658554737
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_midslice_idx30,HipXRay,ground_truth,0.9,8,0.002121448516845703,0.20387939083642476
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label0_midslice_idx30,HipXRay,ground_truth,0.9,10,0.0,0.0
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_maxslice_idx655,HipXRay,ground_truth,0.9,0,0.0035176515579223855,0.6670743355129718
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_maxslice_idx655,HipXRay,ground_truth,0.9,1,0.005273252725601196,1.0
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_maxslice_idx655,HipXRay,ground_truth,0.9,2,0.008653751015663125,1.6410651007963064
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_maxslice_idx655,HipXRay,ground_truth,0.9,4,0.006730458140373208,1.2763390056572488
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_maxslice_idx655,HipXRay,ground_truth,0.9,8,0.0034962266683579157,0.6630113992799986
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_maxslice_idx655,HipXRay,ground_truth,0.9,10,0.0,0.0
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_midslice_idx31,HipXRay,ground_truth,0.9,0,0.0035176515579223855,0.6670743355129718
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_midslice_idx31,HipXRay,ground_truth,0.9,1,0.005273252725601196,1.0
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_midslice_idx31,HipXRay,ground_truth,0.9,2,0.008653751015663125,1.6410651007963064
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_midslice_idx31,HipXRay,ground_truth,0.9,4,0.006730458140373208,1.2763390056572488
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_midslice_idx31,HipXRay,ground_truth,0.9,8,0.0034962266683579157,0.6630113992799986
HipXRay — HipXRay_retrieved_2023-07-10_XRay_0_label1_midslice_idx31,HipXRay,ground_truth,0.9,10,0.0,0.0
SCR — SCR_fold1_XRay_0_label0_maxslice_idx1238,SCR,ground_truth,0.9,0,0.005757272243499756,0.6507733369625557
SCR — SCR_fold1_XRay_0_label0_maxslice_idx1238,SCR,ground_truth,0.9,1,0.00884681642055507,1.0
SCR — SCR_fold1_XRay_0_label0_maxslice_idx1238,SCR,ground_truth,0.9,2,0.008877208828926064,1.0034354062440336
SCR — SCR_fold1_XRay_0_label0_maxslice_idx1238,SCR,ground_truth,0.9,4,0.010158702731132507,1.148289084820314
SCR — SCR_fold1_XRay_0_label0_maxslice_idx1238,SCR,ground_truth,0.9,8,0.005789968371391341,0.6544691441701764
SCR — SCR_fold1_XRay_0_label0_maxslice_idx1238,SCR,ground_truth,0.9,10,0.0031297802925109863,0.3537747528296305
SCR — SCR_fold1_XRay_0_label0_midslice_idx614,SCR,ground_truth,0.9,0,0.005757272243499756,0.6507733369625557
SCR — SCR_fold1_XRay_0_label0_midslice_idx614,SCR,ground_truth,0.9,1,0.00884681642055507,1.0
SCR — SCR_fold1_XRay_0_label0_midslice_idx614,SCR,ground_truth,0.9,2,0.008877208828926064,1.0034354062440336
SCR — SCR_fold1_XRay_0_label0_midslice_idx614,SCR,ground_truth,0.9,4,0.010158702731132507,1.148289084820314
SCR — SCR_fold1_XRay_0_label0_midslice_idx614,SCR,ground_truth,0.9,8,0.005789968371391341,0.6544691441701764
SCR — SCR_fold1_XRay_0_label0_midslice_idx614,SCR,ground_truth,0.9,10,0.0031297802925109863,0.3537747528296305
SCR — SCR_fold1_XRay_0_label1_maxslice_idx1239,SCR,ground_truth,0.9,0,0.004659548401832581,1.1400989821045944
SCR — SCR_fold1_XRay_0_label1_maxslice_idx1239,SCR,ground_truth,0.9,1,0.004086968302726812,1.0
SCR — SCR_fold1_XRay_0_label1_maxslice_idx1239,SCR,ground_truth,0.9,2,0.0033599525690078957,0.822113684308769
SCR — SCR_fold1_XRay_0_label1_maxslice_idx1239,SCR,ground_truth,0.9,4,0.00327355861663825,0.800974799450767
SCR — SCR_fold1_XRay_0_label1_maxslice_idx1239,SCR,ground_truth,0.9,8,0.00330166518688213,0.8078519191546628
SCR — SCR_fold1_XRay_0_label1_maxslice_idx1239,SCR,ground_truth,0.9,10,0.003498902916908353,0.856112075685514
SCR — SCR_fold1_XRay_0_label1_midslice_idx615,SCR,ground_truth,0.9,0,0.004659548401832581,1.1400989821045944
SCR — SCR_fold1_XRay_0_label1_midslice_idx615,SCR,ground_truth,0.9,1,0.004086968302726812,1.0
SCR — SCR_fold1_XRay_0_label1_midslice_idx615,SCR,ground_truth,0.9,2,0.0033599525690078957,0.822113684308769
SCR — SCR_fold1_XRay_0_label1_midslice_idx615,SCR,ground_truth,0.9,4,0.00327355861663825,0.800974799450767
SCR — SCR_fold1_XRay_0_label1_midslice_idx615,SCR,ground_truth,0.9,8,0.00330166518688213,0.8078519191546628
SCR — SCR_fold1_XRay_0_label1_midslice_idx615,SCR,ground_truth,0.9,10,0.003498902916908353,0.856112075685514
SCR — SCR_fold1_XRay_0_label2_maxslice_idx1240,SCR,ground_truth,0.9,0,0.0037451088428497314,0.336643917451315
SCR — SCR_fold1_XRay_0_label2_maxslice_idx1240,SCR,ground_truth,0.9,1,0.011124837398529097,1.0
SCR — SCR_fold1_XRay_0_label2_maxslice_idx1240,SCR,ground_truth,0.9,2,0.007402476668357805,0.6654008866086029
SCR — SCR_fold1_XRay_0_label2_maxslice_idx1240,SCR,ground_truth,0.9,4,0.007648220658302285,0.6874905568789272
SCR — SCR_fold1_XRay_0_label2_maxslice_idx1240,SCR,ground_truth,0.9,8,0.003029605746269204,0.272328092334165
SCR — SCR_fold1_XRay_0_label2_maxslice_idx1240,SCR,ground_truth,0.9,10,0.0,0.0
SCR — SCR_fold1_XRay_0_label2_midslice_idx616,SCR,ground_truth,0.9,0,0.0037451088428497314,0.336643917451315
SCR — SCR_fold1_XRay_0_label2_midslice_idx616,SCR,ground_truth,0.9,1,0.011124837398529097,1.0
SCR — SCR_fold1_XRay_0_label2_midslice_idx616,SCR,ground_truth,0.9,2,0.007402476668357805,0.6654008866086029
SCR — SCR_fold1_XRay_0_label2_midslice_idx616,SCR,ground_truth,0.9,4,0.007648220658302285,0.6874905568789272
SCR — SCR_fold1_XRay_0_label2_midslice_idx616,SCR,ground_truth,0.9,8,0.003029605746269204,0.272328092334165
SCR — SCR_fold1_XRay_0_label2_midslice_idx616,SCR,ground_truth,0.9,10,0.0,0.0
SCR — SCR_fold1_XRay_0_label3_maxslice_idx1241,SCR,ground_truth,0.9,0,0.008155286312103271,0.5422959360008093
SCR — SCR_fold1_XRay_0_label3_maxslice_idx1241,SCR,ground_truth,0.9,1,0.015038442611694403,1.0
SCR — SCR_fold1_XRay_0_label3_maxslice_idx1241,SCR,ground_truth,0.9,2,0.005915284156799316,0.3933441985674362
SCR — SCR_fold1_XRay_0_label3_maxslice_idx1241,SCR,ground_truth,0.9,4,0.004821026325225852,0.3205801591101501
